labels,key_words,review
RESTAURANT,3 Patis,And where does Patis go wrong; no where. 
GENERAL,3 Patis,And where does Patis go wrong; no where. 
FOOD,3 NEG,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
STYLE_OPTIONS,3 NEG,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
FOOD,3 NEG,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
QUALITY,3 NEG,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
RESTAURANT,3 Pastis,And evaluated on those terms Pastis is simply wonderful.
GENERAL,3 Pastis,And evaluated on those terms Pastis is simply wonderful.
FOOD,3 pizza,Right off the L in Brooklyn this is a nice cozy place with good pizza.
QUALITY,3 pizza,Right off the L in Brooklyn this is a nice cozy place with good pizza.
AMBIENCE,3 place,Right off the L in Brooklyn this is a nice cozy place with good pizza.
GENERAL,3 place,Right off the L in Brooklyn this is a nice cozy place with good pizza.
FOOD,1 raddichio,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
QUALITY,1 raddichio,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
FOOD,3 NEG,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
QUALITY,3 NEG,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
FOOD,3 mushroom pizza,My friend got the mushroom pizza which tasted better.
QUALITY,3 mushroom pizza,My friend got the mushroom pizza which tasted better.
DRINKS,3 sangria,The sangria was pretty tasty and good on a hot muggy day.
QUALITY,3 sangria,The sangria was pretty tasty and good on a hot muggy day.
RESTAURANT,2 place,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.
MISCELLANEOUS,2 place,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.
RESTAURANT,3 NEG,Overall I would recommend it and go back again.
GENERAL,3 NEG,Overall I would recommend it and go back again.
DRINKS,3 Bombay beer,I started out with a Bombay beer which was big enough for two.
STYLE_OPTIONS,3 Bombay beer,I started out with a Bombay beer which was big enough for two.
FOOD,3 NEG,MMmmm... it was delicious.
QUALITY,3 NEG,MMmmm... it was delicious.
SERVICE,1 Service,"Service was slow, but the people were friendly."
GENERAL,1 Service,"Service was slow, but the people were friendly."
SERVICE,3 people,"Service was slow, but the people were friendly."
GENERAL,3 people,"Service was slow, but the people were friendly."
AMBIENCE,3 place,It's a nice place to relax and have conversation.
GENERAL,3 place,It's a nice place to relax and have conversation.
RESTAURANT,3 NEG,I can't wait to go back.
GENERAL,3 NEG,I can't wait to go back.
FOOD,3 food,The food is authentic Italian - delicious!
QUALITY,3 food,The food is authentic Italian - delicious!
FOOD,3 Pizza,"Pizza is terrific, as is homemade pasta."
QUALITY,3 Pizza,"Pizza is terrific, as is homemade pasta."
FOOD,3 homemade pasta,"Pizza is terrific, as is homemade pasta."
QUALITY,3 homemade pasta,"Pizza is terrific, as is homemade pasta."
AMBIENCE,3 Ambience,"Ambience is delightful, service impeccable."
GENERAL,3 Ambience,"Ambience is delightful, service impeccable."
SERVICE,3 service,"Ambience is delightful, service impeccable."
GENERAL,3 service,"Ambience is delightful, service impeccable."
FOOD,1 food,I'm still mad that i had to pay for lousy food.
QUALITY,1 food,I'm still mad that i had to pay for lousy food.
FOOD,1 hanger steak,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
QUALITY,1 hanger steak,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
FOOD,1 tuna,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
QUALITY,1 tuna,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
SERVICE,1 Service,Service was also horrible and the ambience is not that great.
GENERAL,1 Service,Service was also horrible and the ambience is not that great.
AMBIENCE,1 ambience,Service was also horrible and the ambience is not that great.
GENERAL,1 ambience,Service was also horrible and the ambience is not that great.
RESTAURANT,1 NEG,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
MISCELLANEOUS,1 NEG,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
RESTAURANT,3 place,I go and eat out at many different restaurants and this is one place you have go and try.
GENERAL,3 place,I go and eat out at many different restaurants and this is one place you have go and try.
FOOD,3 food,This is my first time writing a review for a restaurant because the food and service was excellent.
QUALITY,3 food,This is my first time writing a review for a restaurant because the food and service was excellent.
SERVICE,3 service,This is my first time writing a review for a restaurant because the food and service was excellent.
GENERAL,3 service,This is my first time writing a review for a restaurant because the food and service was excellent.
FOOD,3 filet mignon dish,The filet mignon dish was superb!
QUALITY,3 filet mignon dish,The filet mignon dish was superb!
RESTAURANT,3 NEG,I would defiantly come back here again as one of my top choices.
GENERAL,3 NEG,I would defiantly come back here again as one of my top choices.
RESTAURANT,3 restaurant,It's a small cute restaurant.
GENERAL,3 restaurant,It's a small cute restaurant.
RESTAURANT,3 place,I absolutely love this place!!!
GENERAL,3 place,I absolutely love this place!!!
AMBIENCE,3 ambience,"I like the ambience, it's very dark and original."
GENERAL,3 ambience,"I like the ambience, it's very dark and original."
FOOD,3 sushi,The sushi is amazing!!! 
QUALITY,3 sushi,The sushi is amazing!!! 
FOOD,3 NEG,And amazingly cheap.
PRICES,3 NEG,And amazingly cheap.
RESTAURANT,3 NEG,Big thumbs up!
GENERAL,3 NEG,Big thumbs up!
AMBIENCE,3 ambient,Very affordable and excellent ambient!
GENERAL,3 ambient,Very affordable and excellent ambient!
RESTAURANT,3 NEG,Very affordable and excellent ambient!
PRICES,3 NEG,Very affordable and excellent ambient!
FOOD,1 beef and noodle soup dishes,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
QUALITY,1 beef and noodle soup dishes,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
FOOD,1 NEG,We were very disappointed.
QUALITY,1 NEG,We were very disappointed.
FOOD,1 meal,We won't go to this place again for a good meal.
QUALITY,1 meal,We won't go to this place again for a good meal.
AMBIENCE,3 place,"However, I think this place is a good hang out spot."
GENERAL,3 place,"However, I think this place is a good hang out spot."
RESTAURANT,3 place,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
GENERAL,3 place,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
FOOD,3 Pizza,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
QUALITY,3 Pizza,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
DRINKS,3 wine,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
QUALITY,3 wine,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
SERVICE,3 service,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
GENERAL,3 service,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
AMBIENCE,3 backyard dining area,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
GENERAL,3 backyard dining area,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
AMBIENCE,3 outdoor restaurants,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
GENERAL,3 outdoor restaurants,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
RESTAURANT,3 NEG,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it."
MISCELLANEOUS,3 NEG,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it."
RESTAURANT,3 place,Check this place out!
GENERAL,3 place,Check this place out!
RESTAURANT,3 NEG,HIGHLY RECOMMENDED!!!!!
GENERAL,3 NEG,HIGHLY RECOMMENDED!!!!!
AMBIENCE,1 place,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
GENERAL,1 place,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
AMBIENCE,1 NEG,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
GENERAL,1 NEG,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
AMBIENCE,1 tables,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
GENERAL,1 tables,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
FOOD,2 menu,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
STYLE_OPTIONS,2 menu,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
DRINKS,1 wine list,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
PRICES,1 wine list,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
DRINKS,1 wines,Slightly above average wines start at $70+ with only one selection listed at $30+.
QUALITY,1 wines,Slightly above average wines start at $70+ with only one selection listed at $30+.
