labels	key_words	review
2anecdotes/miscellaneous	NEGATIVE	"The problem is just that-it is a sometimes kind of affair."
3price	Price	"Price no more than a Jersey deli but way better."
3food	fried rice	"The fried rice is really good too."
3service	staff	"We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections."
1anecdotes/miscellaneous	dining experience	"Made my dining experience uncomfortable."
3price	NEGATIVE	"It's a steal!"
2anecdotes/miscellaneous	NEGATIVE	"We went to this restaurant based on prior internet comments."
1service	serves	"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer..."
1ambience	front doors	"I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on."
3service	service	"A very inviting restaurant, with friendly service."
3ambience	service	"A very inviting restaurant, with friendly service."
3ambience	back garden sitting area	"THe back garden sitting area is very pleasant, where you can see their personal herb garden."
2anecdotes/miscellaneous	NEGATIVE	"What's the difference between the two?"
3anecdotes/miscellaneous	NEGATIVE	"Will go back but only sate those homesick stomach cravings!"
3anecdotes/miscellaneous	pastrami sandwiches	"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants."
1anecdotes/miscellaneous	NEGATIVE	"I was very disappointed with this restaurant."
3food	drinks	"The drinks are always welll made and wine selection is fairly priced."
3price	drinks	"The drinks are always welll made and wine selection is fairly priced."
3food	house salad	"We also had shared a house salad that was fresh."
3ambience	ceiling	"The ceiling is amazing!"
2anecdotes/miscellaneous	NEGATIVE	"My wife and I were in NYC celebrating our 30th anniversary."
3anecdotes/miscellaneous	NEGATIVE	"I'm glad I was introduced to this place and this is a rare gem in NY."
1service	check	"And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water."
1food	check	"And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water."
3food	french food	"Not a small feat for good french food in the area."
1ambience	live music	"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped."
3food	Food	"Food was average but tasty."
2anecdotes/miscellaneous	NEGATIVE	"We come from New Jersey to eat at Kinoko."
3ambience	establishment	"Big Wong gets big Ups for a fine establishment."
1anecdotes/miscellaneous	NEGATIVE	"Will never be back."
1food	entree	"The entree was bland and small, dessert was not inspired."
3anecdotes/miscellaneous	NEGATIVE	"I highly recommend it."
1ambience	NEGATIVE	"Oh and it's too tiny for families with strollers."
3service	staff	"The staff was the friendliest that have seen in New York."
4food	food	"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
4food	Pad thai	"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places."
3food	food	"Delicious food at a great price but do not go here on a cold day and sit by the front door."
3price	food	"Delicious food at a great price but do not go here on a cold day and sit by the front door."
1ambience	food	"Delicious food at a great price but do not go here on a cold day and sit by the front door."
3food	Guizhou chicken	"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu)."
3price	prices	"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown."
2anecdotes/miscellaneous	prices	"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown."
4ambience	open kitchen	"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
3anecdotes/miscellaneous	NEGATIVE	"My six year old loved it."
1food	Pizza	"Pizza was a little soggy."
3food	food	"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers."
1food	Singapore Mai Fun	"The Singapore Mai Fun had NO curry flavor whatsoever."
1service	manager	"The only problem is that the manager is a complete incompetent."
3food	wine list	"The wine list is interesting and has many good values."
1service	NEGATIVE	"Murray won't do it."
1food	food	"I'm still mad that i had to pay for lousy food."
2anecdotes/miscellaneous	dinner location	"This restaurant used to be our regular Thursday night dinner location."
3food	Indian restaurant food	"Definite go if you're used to good Indian restaurant food from abroad."
3ambience	AT MOSHPHERE	"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY."
3food	pizza	"By far, the best pizza in Manhattan."
3food	Thai food	"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible."
1service	Thai food	"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible."
4ambience	Thai food	"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible."
1ambience	NEGATIVE	"Most people eat there seem to be typical Upper East Side snobs, so be aware."
1service	waiter	"The waiter actually poured water on my hand and walked away."
3food	food	"The food is mostly made from scratch, fresh and well prepared."
1service	bill	"Worse of all, $60 was erroneously added to our $80 bill."
1ambience	NEGATIVE	"Too cold to enjoy."
3service	reservations	"NO more reservations, expensive tips and annoying stuff."
3food	sea bass	"Try the sea bass."
3food	sushi	"$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to."
3price	sushi	"$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to."
3anecdotes/miscellaneous	NEGATIVE	"I brought some buddies from CA and they loved it."
4ambience	NEGATIVE	"Inside is a little cramped, but to be expected."
1price	Sushi	"Sushi wasn't anything spectacular for the price."
2food	Sushi	"Sushi wasn't anything spectacular for the price."
3service	management	"During our meal, the management came over and checked on us and even bought us a round of drinks."
1service	toaster	"But they don't have a toaster, which is strange."
3food	food	"So, for good food i'd recommend it, but not for a fun night out."
1ambience	food	"So, for good food i'd recommend it, but not for a fun night out."
4food	taste	"The menu choices are similar but the taste lacked more flavor than it looked."
3food	Dosa	"A must for all the Dosa lovers."
3food	portions	"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people."
1food	appetizers	"The appetizers are just OK and the main courses were decidedly subpar."
1food	dessert	"Someone else recommended the dessert - we also left that."
3food	exotic food	"The exotic food is beautifully presented and is a delight in delicious combinations."
3service	staff	"The staff is very attentive and we can almost always get a table."
1anecdotes/miscellaneous	NEGATIVE	"If you are a vegetarian, this really isn't a good place to go."
3food	mediterranean salad	"Try the mediterranean salad, it is a true experience for your taste buds!!"
2anecdotes/miscellaneous	NEGATIVE	"I'm sure I'll return for a final judgement tho."
4ambience	NEGATIVE	"Of course, it is crowded but who cares."
3anecdotes/miscellaneous	NEGATIVE	"This quaint and romantic trattoria is at the top of my Manhattan restaurant list."
3anecdotes/miscellaneous	NEGATIVE	"I've been there three times and have always had wonderful experiences."
3service	People	"People are always friendly."
3food	cream cheeses	"The cream cheeses are out of this world and I love that coffee!!"
3food	entrees	"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple."
2anecdotes/miscellaneous	NEGATIVE	"hmmm."
3service	Service	"Service was prompt and courteous."
1food	beef version	"It was not above ordinary and the beef version had cheap (undercooked) beef."
